Company ID,umap1,umap2,cluster,Financial distress
1761,9.598322,4.4805117,B Healthy profitable core SMEs,0
1763,13.2144985,5.180052,B Healthy profitable core SMEs,0
1764,7.651092,10.631161,B Healthy profitable core SMEs,0
1765,12.0216,10.424035,A Resilient high-profit cash generators,0
1768,10.59768,8.867298,A Resilient high-profit cash generators,0
1770,9.06792,1.0806762,C Thin-margin vulnerable operators,0
1772,13.65044,5.832212,B Healthy profitable core SMEs,0
1773,9.655656,4.8222804,C Thin-margin vulnerable operators,0
1774,7.4873776,-0.11374892,C Thin-margin vulnerable operators,0
1776,11.619561,0.56179124,C Thin-margin vulnerable operators,0
1777,8.056565,1.1306198,C Thin-margin vulnerable operators,0
1781,7.7109275,5.0121837,B Healthy profitable core SMEs,0
1783,0.78130364,4.111728,C Thin-margin vulnerable operators,0
1784,10.921626,0.7441269,C Thin-margin vulnerable operators,0
1785,13.900403,7.745719,B Healthy profitable core SMEs,0
1786,12.994116,7.5474,B Healthy profitable core SMEs,0
1787,9.681977,4.854497,B Healthy profitable core SMEs,0
1788,10.530163,1.3623161,C Thin-margin vulnerable operators,0
1789,10.898155,1.57527,C Thin-margin vulnerable operators,0
1790,-3.1207037,7.225413,E Loss-making cash-flow distressed firms,0
1791,9.384881,3.858134,B Healthy profitable core SMEs,0
1793,13.518394,7.350453,B Healthy profitable core SMEs,0
1794,14.135505,6.3786755,B Healthy profitable core SMEs,0
1796,9.651288,4.904807,B Healthy profitable core SMEs,0
1797,14.381452,6.641453,B Healthy profitable core SMEs,0
1798,11.599075,10.178501,A Resilient high-profit cash generators,0
1800,8.034271,3.3443847,C Thin-margin vulnerable operators,0
1801,10.275296,2.301852,C Thin-margin vulnerable operators,0
1802,7.105018,4.2631345,C Thin-margin vulnerable operators,0
1804,9.981978,12.149372,A Resilient high-profit cash generators,0
1805,11.511804,11.425218,A Resilient high-profit cash generators,0
1806,7.3282976,3.9928956,C Thin-margin vulnerable operators,0
1807,12.079189,2.3569613,C Thin-margin vulnerable operators,0
1809,9.845202,5.4104137,B Healthy profitable core SMEs,0
1812,8.830885,8.881968,B Healthy profitable core SMEs,0
1813,9.423182,8.038636,B Healthy profitable core SMEs,0
1814,13.452668,7.4689245,B Healthy profitable core SMEs,0
1817,7.6149387,11.068228,B Healthy profitable core SMEs,0
1819,11.260333,0.9904316,C Thin-margin vulnerable operators,0
1822,8.677164,6.3288527,B Healthy profitable core SMEs,0
1823,11.168775,8.643346,A Resilient high-profit cash generators,0
1824,12.061797,8.733323,B Healthy profitable core SMEs,0
1825,10.622966,11.1184435,A Resilient high-profit cash generators,0
1826,11.680147,-0.8582474,C Thin-margin vulnerable operators,0
1827,7.5624795,2.9216723,C Thin-margin vulnerable operators,0
1829,12.278011,5.540331,B Healthy profitable core SMEs,0
1830,0.5782803,4.3249044,C Thin-margin vulnerable operators,0
1831,11.411009,8.50799,B Healthy profitable core SMEs,0
1832,11.913863,-0.3730716,C Thin-margin vulnerable operators,0
1834,11.1216545,10.170159,A Resilient high-profit cash generators,0
1835,12.693595,5.8287168,B Healthy profitable core SMEs,0
1837,14.391801,6.24683,B Healthy profitable core SMEs,0
1839,-3.7207332,4.5365095,E Loss-making cash-flow distressed firms,0
1841,7.9081764,11.273314,A Resilient high-profit cash generators,0
1844,11.035516,-0.18020205,C Thin-margin vulnerable operators,0
1845,11.829001,2.4809136,C Thin-margin vulnerable operators,0
1846,11.850375,-1.191312,C Thin-margin vulnerable operators,0
1847,9.658046,10.082306,A Resilient high-profit cash generators,0
1848,10.09351,6.1595755,B Healthy profitable core SMEs,0
1849,9.4675045,6.273403,B Healthy profitable core SMEs,0
1852,9.744711,2.1795657,C Thin-margin vulnerable operators,0
1853,12.661468,6.940824,B Healthy profitable core SMEs,0
1856,11.67873,2.328449,C Thin-margin vulnerable operators,0
1857,7.4819446,5.600845,B Healthy profitable core SMEs,0
1858,9.08207,11.64739,A Resilient high-profit cash generators,0
1860,7.460643,-0.044463214,C Thin-margin vulnerable operators,0
1861,12.670802,6.1296444,B Healthy profitable core SMEs,0
1862,12.996316,8.296121,B Healthy profitable core SMEs,0
1863,10.855609,8.794458,A Resilient high-profit cash generators,0
1864,9.342503,8.316219,B Healthy profitable core SMEs,0
1865,6.781256,2.9486341,C Thin-margin vulnerable operators,0
1869,7.8955855,5.9841547,B Healthy profitable core SMEs,0
1870,10.696284,2.9986851,C Thin-margin vulnerable operators,0
1872,12.33535,10.306695,A Resilient high-profit cash generators,0
1874,14.243577,6.527487,B Healthy profitable core SMEs,0
1876,12.178144,7.0170884,B Healthy profitable core SMEs,0
1877,10.82819,10.840126,A Resilient high-profit cash generators,0
1880,8.797586,6.078537,B Healthy profitable core SMEs,0
1883,8.799447,1.1033823,C Thin-margin vulnerable operators,0
1884,8.0675535,5.057778,B Healthy profitable core SMEs,0
1885,12.863805,8.523425,B Healthy profitable core SMEs,0
1886,10.94724,11.684352,A Resilient high-profit cash generators,0
1887,9.282463,3.2765195,C Thin-margin vulnerable operators,0
1890,10.260687,6.4376736,B Healthy profitable core SMEs,0
1891,9.098154,3.2036653,C Thin-margin vulnerable operators,0
1892,10.317873,1.3492595,C Thin-margin vulnerable operators,0
1897,9.7592125,1.3400493,C Thin-margin vulnerable operators,0
1898,11.435361,5.155427,B Healthy profitable core SMEs,0
1900,7.8780527,1.2646617,C Thin-margin vulnerable operators,0
1901,13.044193,5.1486406,B Healthy profitable core SMEs,0
1905,10.149907,11.754738,A Resilient high-profit cash generators,0
1907,7.395841,3.0620456,C Thin-margin vulnerable operators,0
1910,8.614242,5.1169457,B Healthy profitable core SMEs,0
1911,8.447781,5.5111527,B Healthy profitable core SMEs,0
1912,12.881584,6.0830355,B Healthy profitable core SMEs,0
1913,8.599475,5.455787,B Healthy profitable core SMEs,0
1915,-3.6474931,5.381236,E Loss-making cash-flow distressed firms,0
1917,11.568058,9.240648,A Resilient high-profit cash generators,0
1919,14.354988,7.001701,B Healthy profitable core SMEs,0
1920,7.833286,6.233773,B Healthy profitable core SMEs,0
1921,11.843832,9.821782,A Resilient high-profit cash generators,0
1923,6.934683,3.018915,C Thin-margin vulnerable operators,0
1925,9.594712,2.8337173,C Thin-margin vulnerable operators,0
1926,8.675779,6.04667,B Healthy profitable core SMEs,0
1927,7.560465,2.2044957,C Thin-margin vulnerable operators,0
1929,9.197394,4.1536226,B Healthy profitable core SMEs,0
1933,12.952206,6.7348056,B Healthy profitable core SMEs,0
1935,10.64997,10.692722,A Resilient high-profit cash generators,0
1936,8.591356,5.3355236,B Healthy profitable core SMEs,0
1938,11.314111,1.948264,C Thin-margin vulnerable operators,0
1939,12.884033,4.7041984,B Healthy profitable core SMEs,0
1940,13.91597,4.6624928,B Healthy profitable core SMEs,0
1941,6.3359456,-1.7982525,D Debt-burdened break-even firms,0
1942,12.131098,8.325414,A Resilient high-profit cash generators,0
1944,8.551141,7.81801,B Healthy profitable core SMEs,0
1945,11.832912,3.2842407,C Thin-margin vulnerable operators,0
1948,11.083658,5.442254,B Healthy profitable core SMEs,0
1949,10.255959,4.307856,B Healthy profitable core SMEs,0
1950,10.879031,9.7845955,A Resilient high-profit cash generators,0
1951,8.476854,5.8308716,B Healthy profitable core SMEs,0
1952,11.986308,3.2604837,B Healthy profitable core SMEs,0
1953,8.011733,11.142563,A Resilient high-profit cash generators,0
1954,10.350823,7.7366886,B Healthy profitable core SMEs,0
1955,8.796925,1.9837394,C Thin-margin vulnerable operators,0
1957,12.080524,-0.6530068,A Resilient high-profit cash generators,0
1958,11.553512,3.879728,B Healthy profitable core SMEs,0
1959,8.648782,6.8074923,B Healthy profitable core SMEs,0
1961,10.969083,0.3522853,C Thin-margin vulnerable operators,0
1962,11.347718,8.538035,A Resilient high-profit cash generators,0
1963,10.783804,0.66459036,C Thin-margin vulnerable operators,0
1966,0.48148614,4.2692266,E Loss-making cash-flow distressed firms,0
1968,10.527789,11.512527,A Resilient high-profit cash generators,0
1969,9.162432,2.8958352,C Thin-margin vulnerable operators,0
1970,7.822352,4.127086,C Thin-margin vulnerable operators,0
1971,7.847404,10.717079,B Healthy profitable core SMEs,0
1972,7.4158087,11.460277,B Healthy profitable core SMEs,0
1974,11.152997,4.8510575,B Healthy profitable core SMEs,0
1975,12.226043,2.6770296,C Thin-margin vulnerable operators,0
1977,7.069489,5.3070917,C Thin-margin vulnerable operators,0
1979,11.106507,5.9538207,B Healthy profitable core SMEs,0
1983,11.487186,9.111319,A Resilient high-profit cash generators,0
1984,1.6275083,4.4889503,B Healthy profitable core SMEs,0
1987,9.014922,2.5115864,C Thin-margin vulnerable operators,0
1991,11.88029,-0.28787637,C Thin-margin vulnerable operators,0
1992,11.309014,9.847728,A Resilient high-profit cash generators,0
1993,11.24001,11.782493,A Resilient high-profit cash generators,0
1994,7.6738324,6.0913787,B Healthy profitable core SMEs,0
1995,9.415549,0.63557386,C Thin-margin vulnerable operators,0
1998,9.994797,0.94513,C Thin-margin vulnerable operators,0
2003,13.152514,8.545481,B Healthy profitable core SMEs,0
2004,9.019206,8.847307,B Healthy profitable core SMEs,0
2005,10.41481,11.333657,A Resilient high-profit cash generators,0
2006,8.572328,7.856893,B Healthy profitable core SMEs,0
2008,10.095694,6.851699,B Healthy profitable core SMEs,0
2009,9.733104,10.0144415,A Resilient high-profit cash generators,0
2010,6.5039935,-0.5294736,C Thin-margin vulnerable operators,0
2011,8.280211,0.6455707,C Thin-margin vulnerable operators,0
2012,6.152907,-2.1009398,D Debt-burdened break-even firms,0
2013,9.907073,9.435267,A Resilient high-profit cash generators,0
2015,9.993768,2.0105383,C Thin-margin vulnerable operators,0
2018,12.886767,8.940163,A Resilient high-profit cash generators,0
2019,8.37805,11.473623,A Resilient high-profit cash generators,0
2021,13.686267,8.0345745,B Healthy profitable core SMEs,0
2023,11.949841,0.03697161,B Healthy profitable core SMEs,0
2024,10.160804,8.562154,A Resilient high-profit cash generators,0
2025,11.637687,3.29491,C Thin-margin vulnerable operators,0
2026,12.254702,5.820829,B Healthy profitable core SMEs,0
2028,8.908965,7.979,B Healthy profitable core SMEs,0
2029,-3.502221,5.716318,E Loss-making cash-flow distressed firms,0
2031,9.972865,10.618825,A Resilient high-profit cash generators,0
2032,9.448134,7.5952625,B Healthy profitable core SMEs,0
2033,8.981212,5.5592647,B Healthy profitable core SMEs,0
2034,7.6917257,5.1346865,B Healthy profitable core SMEs,0
2035,12.525813,9.742307,A Resilient high-profit cash generators,0
2036,10.291587,11.000554,A Resilient high-profit cash generators,0
2037,12.415317,4.3867364,B Healthy profitable core SMEs,0
2039,9.107366,2.3549762,C Thin-margin vulnerable operators,0
2040,8.253395,6.843734,B Healthy profitable core SMEs,0
2043,11.368608,3.1568456,C Thin-margin vulnerable operators,0
2046,10.714064,10.082083,A Resilient high-profit cash generators,0
2050,10.300624,2.184106,C Thin-margin vulnerable operators,0
2051,12.639218,3.2051582,B Healthy profitable core SMEs,0
2052,12.778312,3.4620264,B Healthy profitable core SMEs,0
2053,12.716523,5.2039413,B Healthy profitable core SMEs,0
2054,7.54473,4.5746927,B Healthy profitable core SMEs,0
2055,13.511673,5.2355514,B Healthy profitable core SMEs,0
2056,10.763263,3.9185452,C Thin-margin vulnerable operators,0
2057,13.105385,5.539711,B Healthy profitable core SMEs,0
2062,10.833264,12.003787,A Resilient high-profit cash generators,0
2063,12.914988,5.3635855,B Healthy profitable core SMEs,0
2066,13.223713,4.4885416,B Healthy profitable core SMEs,0
2071,13.309622,4.0084777,B Healthy profitable core SMEs,0
2072,9.2799835,10.975847,A Resilient high-profit cash generators,0
2073,8.563967,3.0070453,C Thin-margin vulnerable operators,0
2074,10.403132,7.3773293,A Resilient high-profit cash generators,0
2076,13.87212,5.1849523,B Healthy profitable core SMEs,0
2077,9.072794,11.654847,A Resilient high-profit cash generators,0
2078,8.456784,4.2453628,B Healthy profitable core SMEs,0
2079,6.3967743,11.402595,B Healthy profitable core SMEs,0
2082,11.433901,3.1027608,C Thin-margin vulnerable operators,0
2083,10.971098,11.232716,A Resilient high-profit cash generators,0
2084,12.361978,9.352308,A Resilient high-profit cash generators,0
2086,12.321152,8.58358,B Healthy profitable core SMEs,0
2087,11.02171,3.7707345,B Healthy profitable core SMEs,0
2090,10.177242,10.378874,A Resilient high-profit cash generators,0
2091,0.83844805,3.9549875,C Thin-margin vulnerable operators,0
2092,12.521826,4.357962,B Healthy profitable core SMEs,0
2095,9.258768,4.8710804,B Healthy profitable core SMEs,0
2097,8.03545,3.0059476,C Thin-margin vulnerable operators,0
2098,12.858253,7.9583874,B Healthy profitable core SMEs,0
2099,10.838224,4.530339,B Healthy profitable core SMEs,0
2101,9.475097,3.0219223,C Thin-margin vulnerable operators,0
2103,7.7633157,11.110929,A Resilient high-profit cash generators,0
2104,12.272799,1.243798,B Healthy profitable core SMEs,0
2105,11.208414,8.85968,A Resilient high-profit cash generators,0
2106,7.710168,1.7098421,C Thin-margin vulnerable operators,0
2107,6.0686603,11.42512,B Healthy profitable core SMEs,0
2108,7.3388333,5.779533,B Healthy profitable core SMEs,0
2110,12.672721,6.6279516,B Healthy profitable core SMEs,0
2112,7.925076,4.1966867,B Healthy profitable core SMEs,0
2114,12.616814,5.8989935,B Healthy profitable core SMEs,0
2116,14.202761,6.127843,B Healthy profitable core SMEs,0
2117,9.617747,3.1473577,C Thin-margin vulnerable operators,0
2118,11.582462,11.159898,A Resilient high-profit cash generators,0
2119,11.963058,3.5759633,B Healthy profitable core SMEs,0
2120,12.296012,3.3884676,B Healthy profitable core SMEs,0
2123,11.044646,8.115836,B Healthy profitable core SMEs,0
2124,14.131625,6.232276,B Healthy profitable core SMEs,0
2125,11.507198,8.805537,A Resilient high-profit cash generators,0
2126,7.231327,2.760057,C Thin-margin vulnerable operators,0
2127,1.1127881,3.6830513,D Debt-burdened break-even firms,0
2130,9.949529,11.797646,A Resilient high-profit cash generators,0
2131,7.455108,11.46285,A Resilient high-profit cash generators,0
2132,10.61519,8.759815,A Resilient high-profit cash generators,0
2133,6.9763374,4.596231,C Thin-margin vulnerable operators,0
2136,10.323751,4.208647,B Healthy profitable core SMEs,0
2137,10.867739,2.1216898,C Thin-margin vulnerable operators,0
2138,8.144587,4.5164814,B Healthy profitable core SMEs,0
2141,13.857569,6.0798316,B Healthy profitable core SMEs,0
2142,9.227772,2.0191178,C Thin-margin vulnerable operators,0
2143,7.8602123,4.745543,C Thin-margin vulnerable operators,0
2144,9.367801,6.947142,B Healthy profitable core SMEs,0
2146,12.974864,5.15267,B Healthy profitable core SMEs,0
2151,12.532859,2.8838396,C Thin-margin vulnerable operators,0
2152,9.187663,4.3954606,B Healthy profitable core SMEs,0
2155,7.4677057,-0.45916688,C Thin-margin vulnerable operators,0
2157,11.134634,1.7839285,B Healthy profitable core SMEs,0
2159,11.783228,0.68014336,C Thin-margin vulnerable operators,0
2160,10.425152,2.1049263,C Thin-margin vulnerable operators,0
2162,8.278044,4.4117656,C Thin-margin vulnerable operators,0
2171,11.0854645,1.629477,C Thin-margin vulnerable operators,0
2174,10.871777,1.0981143,C Thin-margin vulnerable operators,0
2176,11.28247,6.457391,B Healthy profitable core SMEs,0
2177,11.637109,8.560924,B Healthy profitable core SMEs,0
2178,13.297631,5.589658,B Healthy profitable core SMEs,0
2179,11.055658,10.804432,A Resilient high-profit cash generators,0
2180,12.419921,4.6910744,B Healthy profitable core SMEs,0
2181,-3.2190905,5.1896486,E Loss-making cash-flow distressed firms,0
2182,14.234546,7.2041254,B Healthy profitable core SMEs,0
2183,7.7800083,6.299914,B Healthy profitable core SMEs,0
2186,11.983686,3.8311875,B Healthy profitable core SMEs,0
2187,9.085185,3.5569787,C Thin-margin vulnerable operators,0
2188,12.348941,2.5934932,C Thin-margin vulnerable operators,0
2191,9.367503,3.2579455,C Thin-margin vulnerable operators,0
2193,10.95974,10.543152,A Resilient high-profit cash generators,0
2194,12.149064,3.2741742,C Thin-margin vulnerable operators,0
2198,8.854796,4.4158916,C Thin-margin vulnerable operators,0
2200,11.189291,5.7377343,B Healthy profitable core SMEs,0
2202,1.7151208,4.5156355,C Thin-margin vulnerable operators,0
2205,11.222061,11.900466,A Resilient high-profit cash generators,0
2207,0.6990843,4.156097,C Thin-margin vulnerable operators,0
2208,8.653034,1.9319453,C Thin-margin vulnerable operators,0
2209,6.732976,3.055425,C Thin-margin vulnerable operators,0
2212,13.854945,5.277161,B Healthy profitable core SMEs,0
2215,8.708922,6.470973,B Healthy profitable core SMEs,0
2220,10.794909,2.6170287,C Thin-margin vulnerable operators,0
2221,10.2709055,9.288175,A Resilient high-profit cash generators,0
2222,10.957832,5.83578,B Healthy profitable core SMEs,0
2223,8.561125,11.468943,A Resilient high-profit cash generators,0
2224,12.813858,6.4529943,B Healthy profitable core SMEs,0
2225,11.513394,5.363348,B Healthy profitable core SMEs,0
2226,10.93358,8.084562,B Healthy profitable core SMEs,0
2227,9.652036,1.6232938,C Thin-margin vulnerable operators,0
2228,11.311414,5.0831127,B Healthy profitable core SMEs,0
2229,10.488628,2.4975903,C Thin-margin vulnerable operators,0
2230,11.66605,2.4131305,C Thin-margin vulnerable operators,0
2231,12.420517,6.571666,B Healthy profitable core SMEs,0
2236,9.162525,8.37686,B Healthy profitable core SMEs,0
2237,5.8125215,11.409289,C Thin-margin vulnerable operators,0
2238,11.170813,11.781702,A Resilient high-profit cash generators,0
2240,10.18222,1.7430665,C Thin-margin vulnerable operators,0
2243,11.306528,10.886232,A Resilient high-profit cash generators,0
2244,11.375466,9.581936,A Resilient high-profit cash generators,0
2246,7.5314503,4.080181,C Thin-margin vulnerable operators,0
2247,9.525552,8.050723,B Healthy profitable core SMEs,0
2250,10.757726,8.546262,B Healthy profitable core SMEs,0
2251,10.193887,5.2667775,B Healthy profitable core SMEs,0
2254,11.334963,7.95352,B Healthy profitable core SMEs,0
2256,9.701417,8.410338,B Healthy profitable core SMEs,0
2257,-3.4555287,5.689313,E Loss-making cash-flow distressed firms,0
2258,9.219057,0.73810995,C Thin-margin vulnerable operators,0
2259,10.613424,7.007882,B Healthy profitable core SMEs,0
2262,8.072627,5.822218,B Healthy profitable core SMEs,0
2264,8.541786,6.2635207,B Healthy profitable core SMEs,0
2265,12.282005,9.048388,A Resilient high-profit cash generators,0
2266,8.696345,0.79409033,C Thin-margin vulnerable operators,0
2267,12.00487,4.1180587,B Healthy profitable core SMEs,0
2269,11.278872,4.116219,B Healthy profitable core SMEs,0
2270,8.545791,2.4221036,C Thin-margin vulnerable operators,0
2271,11.626325,2.5794256,C Thin-margin vulnerable operators,0
2273,7.328997,4.6409464,C Thin-margin vulnerable operators,0
2274,12.222263,3.0473294,C Thin-margin vulnerable operators,0
2275,10.218819,0.6575861,C Thin-margin vulnerable operators,0
2276,11.773156,2.341179,C Thin-margin vulnerable operators,0
2277,11.070833,1.0422763,C Thin-margin vulnerable operators,0
2278,12.85997,6.244037,B Healthy profitable core SMEs,0
2279,9.682951,10.864353,A Resilient high-profit cash generators,0
2280,8.160691,6.002786,B Healthy profitable core SMEs,0
2281,9.831769,4.1678085,B Healthy profitable core SMEs,0
2285,8.241433,2.0095794,C Thin-margin vulnerable operators,0
2289,10.8682375,12.399288,A Resilient high-profit cash generators,0
2291,9.489028,6.827128,B Healthy profitable core SMEs,0
2292,14.068607,5.978176,B Healthy profitable core SMEs,0
2293,9.454591,7.898371,B Healthy profitable core SMEs,0
2295,8.753739,0.39383152,C Thin-margin vulnerable operators,0
2296,10.320108,5.9558473,B Healthy profitable core SMEs,0
2298,12.927211,6.456841,B Healthy profitable core SMEs,0
2299,11.833686,-1.1617221,C Thin-margin vulnerable operators,0
2300,12.935485,7.421864,B Healthy profitable core SMEs,0
2301,6.9301705,3.4986844,C Thin-margin vulnerable operators,0
2302,8.664421,7.291193,B Healthy profitable core SMEs,0
2303,8.786515,5.7718296,B Healthy profitable core SMEs,0
2305,9.037674,1.2936258,C Thin-margin vulnerable operators,0
2306,9.0950165,1.3309201,C Thin-margin vulnerable operators,0
2307,8.766295,4.8186517,B Healthy profitable core SMEs,0
2308,11.663106,1.5004983,C Thin-margin vulnerable operators,0
2310,12.920867,6.839821,B Healthy profitable core SMEs,0
2311,11.4740305,7.485909,B Healthy profitable core SMEs,0
2312,7.1987176,4.7075305,C Thin-margin vulnerable operators,0
2314,10.48814,9.740014,A Resilient high-profit cash generators,0
2316,13.365506,6.4397125,B Healthy profitable core SMEs,0
2317,5.977342,11.301789,B Healthy profitable core SMEs,0
2318,7.653294,5.925898,B Healthy profitable core SMEs,0
2321,6.3119283,-1.9073645,D Debt-burdened break-even firms,0
2327,-3.6852365,4.4102507,E Loss-making cash-flow distressed firms,0
2328,10.903792,1.0752517,C Thin-margin vulnerable operators,0
2330,12.342301,2.978823,C Thin-margin vulnerable operators,0
2332,10.3590975,7.190808,B Healthy profitable core SMEs,0
2333,11.75112,8.3433075,B Healthy profitable core SMEs,0
2339,6.712873,4.308665,C Thin-margin vulnerable operators,0
2340,8.854575,5.2772603,B Healthy profitable core SMEs,0
2341,13.907668,5.4957294,B Healthy profitable core SMEs,0
2342,12.322759,1.9409363,C Thin-margin vulnerable operators,0
2343,9.227051,9.082286,A Resilient high-profit cash generators,0
2344,11.076607,5.2268972,B Healthy profitable core SMEs,0
2345,10.953312,10.78446,A Resilient high-profit cash generators,0
2346,11.870639,1.360923,C Thin-margin vulnerable operators,0
2347,12.148939,5.373111,B Healthy profitable core SMEs,0
2349,11.345514,2.8524451,B Healthy profitable core SMEs,0
2350,-3.3523517,6.890668,E Loss-making cash-flow distressed firms,0
2351,10.653321,9.620371,A Resilient high-profit cash generators,0
2352,11.883193,-1.1729774,C Thin-margin vulnerable operators,0
2353,6.983114,2.4310508,C Thin-margin vulnerable operators,0
2354,8.39166,7.28075,B Healthy profitable core SMEs,0
2355,11.573706,3.6136093,C Thin-margin vulnerable operators,0
2356,10.841573,9.154804,A Resilient high-profit cash generators,0
2357,11.81908,-0.81782377,C Thin-margin vulnerable operators,0
2358,13.029995,6.6286826,B Healthy profitable core SMEs,0
2359,9.259279,6.466369,B Healthy profitable core SMEs,0
2361,13.957754,7.655515,B Healthy profitable core SMEs,0
2362,10.975731,3.4255352,B Healthy profitable core SMEs,0
2363,9.215296,3.6374853,C Thin-margin vulnerable operators,0
2364,10.918716,11.549001,A Resilient high-profit cash generators,0
2366,7.520769,5.9470034,B Healthy profitable core SMEs,0
2367,12.1883955,5.6280684,B Healthy profitable core SMEs,0
2368,9.284299,8.358973,B Healthy profitable core SMEs,0
2369,9.57196,6.1534877,B Healthy profitable core SMEs,0
2370,9.890351,9.699626,A Resilient high-profit cash generators,0
2371,12.321084,3.2325432,B Healthy profitable core SMEs,0
2372,9.719338,10.021827,A Resilient high-profit cash generators,0
2373,12.3459425,5.9442782,B Healthy profitable core SMEs,0
2374,8.219589,5.5747547,B Healthy profitable core SMEs,0
2375,9.988321,1.0390016,C Thin-margin vulnerable operators,0
2376,12.755968,5.1055923,B Healthy profitable core SMEs,0
2378,11.314463,5.356885,B Healthy profitable core SMEs,0
2382,7.1985564,2.61774,C Thin-margin vulnerable operators,0
2385,10.352542,10.272469,A Resilient high-profit cash generators,0
2386,8.362002,9.05058,B Healthy profitable core SMEs,0
2387,9.987187,9.599082,A Resilient high-profit cash generators,0
2389,7.4223595,5.6234274,B Healthy profitable core SMEs,0
2391,11.474701,5.152138,B Healthy profitable core SMEs,0
2392,7.336673,11.471992,B Healthy profitable core SMEs,0
2393,14.294538,6.016748,B Healthy profitable core SMEs,0
2395,10.424379,7.342727,B Healthy profitable core SMEs,0
2396,10.371391,10.740812,A Resilient high-profit cash generators,0
2397,12.824617,9.335796,A Resilient high-profit cash generators,0
2400,10.765652,9.616484,A Resilient high-profit cash generators,0
2401,8.274858,3.685642,C Thin-margin vulnerable operators,0
2403,12.20347,5.0782857,B Healthy profitable core SMEs,0
2404,11.477506,2.3239343,C Thin-margin vulnerable operators,0
2405,12.473853,9.646025,A Resilient high-profit cash generators,0
2408,7.772837,3.1040444,C Thin-margin vulnerable operators,0
2410,9.948641,0.8475875,C Thin-margin vulnerable operators,0
2412,6.3211284,-1.813712,D Debt-burdened break-even firms,0
2413,8.6632185,4.3532205,B Healthy profitable core SMEs,0
2415,10.3961935,11.911823,A Resilient high-profit cash generators,0
2417,11.833771,5.3342586,B Healthy profitable core SMEs,0
2419,9.796672,0.43012166,C Thin-margin vulnerable operators,0
2422,11.227941,8.897176,A Resilient high-profit cash generators,0
2424,9.460665,6.5124264,B Healthy profitable core SMEs,0
2425,12.843958,7.2185006,B Healthy profitable core SMEs,0
2426,7.2498155,3.156425,C Thin-margin vulnerable operators,0
2427,10.923963,10.618969,A Resilient high-profit cash generators,0
2429,11.280556,4.4974413,B Healthy profitable core SMEs,0
2432,7.295044,-0.46892604,C Thin-margin vulnerable operators,0
2433,13.587743,5.408682,B Healthy profitable core SMEs,0
2435,11.524433,7.7715654,B Healthy profitable core SMEs,0
2436,7.3844767,5.333238,B Healthy profitable core SMEs,0
2437,9.050198,5.223189,B Healthy profitable core SMEs,0
2438,9.337704,1.6822969,C Thin-margin vulnerable operators,0
2440,-3.4794664,5.9138856,E Loss-making cash-flow distressed firms,0
2441,7.585832,10.774887,B Healthy profitable core SMEs,0
2442,8.787391,5.013781,B Healthy profitable core SMEs,0
2444,6.967962,11.243289,B Healthy profitable core SMEs,0
2446,9.791125,7.8368278,B Healthy profitable core SMEs,0
2447,11.735337,9.990182,A Resilient high-profit cash generators,0
2448,7.5980306,10.682515,B Healthy profitable core SMEs,0
2449,14.293339,6.1105604,B Healthy profitable core SMEs,0
2450,9.77089,1.4407121,C Thin-margin vulnerable operators,0
2452,9.296868,8.224922,B Healthy profitable core SMEs,0
2454,6.2811213,-1.8945307,D Debt-burdened break-even firms,0
2455,7.9008546,6.255041,B Healthy profitable core SMEs,0
2456,6.910477,11.116911,B Healthy profitable core SMEs,0
2459,10.935106,2.2336197,C Thin-margin vulnerable operators,0
2460,7.68781,5.3563914,B Healthy profitable core SMEs,0
2461,10.800463,10.314201,A Resilient high-profit cash generators,0
2462,8.849446,5.472498,B Healthy profitable core SMEs,0
2463,12.861259,6.7647214,B Healthy profitable core SMEs,0
2467,10.630874,9.102906,A Resilient high-profit cash generators,0
2468,12.213144,1.8207412,C Thin-margin vulnerable operators,0
2470,11.649162,8.158529,B Healthy profitable core SMEs,0
2471,8.864888,6.6396875,B Healthy profitable core SMEs,0
2472,6.853617,4.6271253,C Thin-margin vulnerable operators,0
2473,7.483912,3.3580601,C Thin-margin vulnerable operators,0
2474,12.723038,7.645777,B Healthy profitable core SMEs,0
2475,5.9983544,11.4096155,C Thin-margin vulnerable operators,0
2476,13.58666,4.983003,B Healthy profitable core SMEs,0
2478,8.89673,2.5629525,C Thin-margin vulnerable operators,0
2479,12.585672,3.0079281,B Healthy profitable core SMEs,0
2480,12.511829,1.7207736,B Healthy profitable core SMEs,0
2481,12.504849,7.929962,B Healthy profitable core SMEs,0
2483,7.9449096,7.2747397,B Healthy profitable core SMEs,0
2485,9.5605545,4.596693,B Healthy profitable core SMEs,0
2486,9.009577,4.4147806,C Thin-margin vulnerable operators,0
2487,9.61943,4.6567907,B Healthy profitable core SMEs,0
2488,10.577207,1.7973453,C Thin-margin vulnerable operators,0
2489,8.647656,0.30840725,C Thin-margin vulnerable operators,0
2493,13.55874,7.6751337,B Healthy profitable core SMEs,0
2497,12.744167,5.5838304,B Healthy profitable core SMEs,0
2498,11.577515,10.045481,A Resilient high-profit cash generators,0
2499,12.320431,5.2067823,B Healthy profitable core SMEs,0
2500,11.944718,10.484238,A Resilient high-profit cash generators,0
2501,9.427355,9.333369,A Resilient high-profit cash generators,0
2502,10.40847,4.0088863,B Healthy profitable core SMEs,0
